trigger_sim_vec,A0_sim_vec,A1_sim_vec,TMP_sim_vec,LOC_sim_vec,aux_arg_sim_vec,discourse-distance,sentence-distance,context_sts,event_sim_strict,event_sts,trigger_sts,trigger_sim_strict,A0_sim_strict,A1_sim_strict,TMP_sim_strict,LOC_sim_strict,aux_arg_sim_strict,same_sentence,coreferent
0.12205509841442108,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.6283606225,0.0,0.28518866750000005,0.28518866750000005,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.057014379650354385,0.0,0.0,0.0,0.0,0.0,0.1392757660167131,0.0,0.68787642,0.0,0.2282359725,0.2282359725,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.23342150449752808,0.0,0.0,0.0,0.0,0.0,0.15041782729805014,0.0,0.41844929,0.0,0.1799091875,0.1799091875,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.26060181856155396,0.0,0.0,0.0,0.0,0.0,0.15041782729805014,0.0,0.40149976750000005,0.0,0.11906356499999998,0.11906356499999998,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.15672647953033447,0.0,0.0,0.0,0.0,0.0,0.1615598885793872,0.0,0.6468452075,0.0,0.20127885750000002,0.20127885750000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.34746119379997253,0.0,0.0,0.0,0.0,0.0,0.2841225626740947,0.0,0.43263591749999997,0.0,0.1839872775,0.1839872775,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.10318068414926529,0.0,0.0,0.0,0.0,0.0,0.3708609271523179,0.0,0.709326575,0.0,0.39467400500000005,0.39467400500000005,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.11765240132808685,0.0,0.0,0.0,0.0,0.0,0.8013245033112583,0.0,0.8376324475000001,0.0,0.09340298749999998,0.09340298749999998,0.0,0.0,0.0,0.0,0.0,0.0,true,false
-0.02317260578274727,0.0,0.0,0.0,0.0,0.0,0.9735099337748344,0.0,0.6290926925,0.0,0.23052076999999999,0.23052076999999999,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.08932522684335709,0.0,0.0,0.0,0.0,0.0,0.09879839786381843,0.0,0.8176779649999999,0.0,0.2524862875,0.2524862875,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.3022693395614624,0.0,0.0,0.0,0.0,0.0,0.11615487316421896,0.0,0.841926105,0.0,0.28747267249999997,0.28747267249999997,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.2520289123058319,0.0,0.0,0.0,0.0,0.0,0.11615487316421896,0.0,0.9351724975,0.0,0.149397065,0.149397065,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.233856663107872,0.0,0.0,0.0,0.0,0.0,0.07816377171215881,0.0,0.9005342999999999,0.0,0.167760935,0.167760935,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.2663526237010956,0.0,0.0,0.0,0.0,0.0,0.05334987593052109,0.0,0.944554825,0.0,0.373083705,0.373083705,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.07467363029718399,0.0,0.0,0.0,0.0,0.0,0.08933002481389578,0.0,0.37885156249999996,0.0,0.28073783500000005,0.28073783500000005,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.1662662774324417,0.0,0.0,0.0,0.0,0.0,0.05334987593052109,0.0,0.9000889375000001,0.0,0.1519615775,0.1519615775,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.021881897002458572,0.0,0.0,0.0,0.0,0.0,0.08933002481389578,0.0,0.38052383749999996,0.0,0.12598146999999998,0.12598146999999998,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.027762874960899353,0.0,0.0,0.0,0.0,0.0,0.08933002481389578,0.0,0.38915355250000006,0.0,0.27594744250000003,0.27594744250000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.24112346768379211,0.0,0.0,0.0,0.0,0.0,0.13027295285359802,0.0,0.8661300175,0.0,0.31993311,0.31993311,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.2184925675392151,0.0,0.0,0.0,0.0,0.0,0.10787172011661808,0.0,0.46827530500000003,0.0,0.33841857,0.33841857,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.06424228101968765,0.0,0.0,0.0,0.0,0.0,0.10495626822157435,0.0,0.6160836725,0.0,0.29500145,0.29500145,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.03949233889579773,0.0,0.0,0.0,0.0,0.0,0.10495626822157435,0.0,0.42556650250000005,0.0,0.16190014000000003,0.16190014000000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0,0.0,0.0,0.0,0.0,0.0,0.15357142857142858,0.0,0.4736879225,0.0,0.132261305,0.132261305,0.0,0.0,0.0,0.0,0.0,0.0,true,true
0.0,0.0,0.0,0.0,0.0,0.0,1.225,0.0,0.57058438,0.0,0.18181988,0.18181988,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.025187218561768532,0.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.0,0.80370754,0.0,0.2067052675,0.2067052675,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.02427411451935768,0.0,0.0,0.0,0.0,0.0,0.13659359190556492,0.0,0.579186625,0.0,0.10505384000000001,0.10505384000000001,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0,0.0,0.0,0.0,0.0,0.0,0.06070826306913996,0.0,0.6177908925,0.0,0.12965257749999998,0.12965257749999998,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0,0.0,0.0,0.0,0.0,0.0,0.06239460370994941,0.0,0.6744897175,0.0,0.04888089750000002,0.04888089750000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.3171731233596802,0.0,0.0,0.0,0.0,0.0,0.023172905525846704,0.0,0.9445870000000001,0.0,0.31107895750000003,0.31107895750000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.10377701371908188,0.0,0.0,0.0,0.0,0.0,0.026234567901234566,0.0,0.5107285925,0.0,0.17884801500000003,0.17884801500000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.2623942196369171,0.0,0.0,0.0,0.0,0.0,0.05827067669172932,0.0,0.42085014750000005,0.0,0.30847039249999997,0.30847039249999997,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.36051568388938904,0.0,0.0,0.0,0.0,0.0,0.16353383458646617,0.0,0.7670140025000001,0.0,0.25138002000000004,0.25138002000000004,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.728817343711853,0.0,0.0,0.0,0.0,0.0,0.24623115577889448,0.0,0.8787874425,0.0,0.19857863250000002,0.19857863250000002,0.0,0.0,0.0,0.0,0.0,0.0,true,true
0.15407784283161163,0.0,0.0,0.0,0.0,0.0,0.3246753246753247,0.0,0.821509225,0.0,0.27611778249999996,0.27611778249999996,0.0,0.0,0.0,0.0,0.0,0.0,true,true
0.303168922662735,0.0,0.0,0.0,0.0,0.0,0.2597402597402597,0.0,0.717078335,0.0,0.309669305,0.309669305,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.1710938960313797,0.0,0.0,0.0,0.0,0.0,0.2597402597402597,0.0,0.7967986675000001,0.0,0.18960468000000003,0.18960468000000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.1982734501361847,0.0,0.0,0.0,0.0,0.0,0.8828828828828829,0.0,0.8229786025000001,0.0,0.42831873249999997,0.42831873249999997,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0065818834118545055,0.0,0.0,0.0,0.0,0.0,0.07704918032786885,0.0,0.43876872499999997,0.0,0.218189835,0.218189835,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.007883140817284584,0.0,0.0,0.0,0.0,0.0,0.05573770491803279,0.0,0.58213932,0.0,0.13612880500000002,0.13612880500000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.3718357980251312,0.0,0.0,0.0,0.0,0.0,0.02459016393442623,0.0,0.5120629425,0.0,0.2016924975,0.2016924975,0.0,0.0,0.0,0.0,0.0,0.0,true,false
-0.011396702378988266,0.0,0.0,0.0,0.0,0.0,0.39893617021276595,0.0,0.568155125,0.0,0.23618366750000003,0.23618366750000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.006281102541834116,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.0,0.931129825,0.0,0.2534964675,0.2534964675,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.06970962882041931,0.0,0.0,0.0,0.0,0.0,0.4946808510638298,0.0,0.9530191075000001,0.0,0.33613923,0.33613923,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.27465614676475525,0.0,0.0,0.0,0.0,0.0,0.4946808510638298,0.0,0.9615952249999999,0.0,0.27493436250000003,0.27493436250000003,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0,0.0,0.0,0.0,0.0,0.0,2.898936170212766,0.0,0.6318107125,0.0,0.12481361749999997,0.12481361749999997,0.0,0.0,0.0,0.0,0.0,0.0,true,false
-0.02271261438727379,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.5873587825,0.0,0.23284053249999997,0.23284053249999997,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0227967519313097,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.6749294825,0.0,0.29760435500000004,0.29760435500000004,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.06580793857574463,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.49780670250000003,0.0,0.23933086999999997,0.23933086999999997,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.07615068554878235,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,0.855038655,0.0,0.20525343000000001,0.20525343000000001,0.0,0.0,0.0,0.0,0.0,0.0,true,false
-0.0027973034884780645,0.0,0.0,0.0,0.0,0.0,0.08243727598566308,0.0,0.7961258600000001,0.0,0.21072390000000002,0.21072390000000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.4041830897331238,0.0,0.0,0.0,0.0,0.0,0.10707456978967496,0.0,0.9223237525000001,0.0,0.1543881975,0.1543881975,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.16523543000221252,0.0,0.0,0.0,0.0,0.0,0.030856423173803528,0.0,0.7456634925,0.0,0.31260250749999996,0.31260250749999996,0.0,0.0,0.0,0.0,0.0,0.0,true,false
-0.021616149693727493,0.0,0.0,0.0,0.0,0.0,0.04532967032967033,0.0,0.75249342,0.0,0.19394420750000002,0.19394420750000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0,0.0,0.0,0.0,0.0,0.0,0.47870879120879123,0.0,0.8314560525000001,0.0,0.13938167750000002,0.13938167750000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0,0.0,0.0,0.0,0.0,0.0,0.47733516483516486,0.0,0.36405139,0.0,0.195766125,0.195766125,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.1044459119439125,0.0,0.0,0.0,0.0,0.0,1.1619318181818181,0.0,0.8962401325,0.0,0.2070824175,0.2070824175,0.0,0.0,0.0,0.0,0.0,0.0,true,false
