trigger_sim_vec,A0_sim_vec,A1_sim_vec,TMP_sim_vec,LOC_sim_vec,aux_arg_sim_vec,discourse-distance,sentence-distance,context_sts,event_sim_strict,event_sts,trigger_sts,trigger_sim_strict,A0_sim_strict,A1_sim_strict,TMP_sim_strict,LOC_sim_strict,aux_arg_sim_strict,same_sentence,coreferent
0.3933946192264557,0.0,0.0,0.0,0.0,0.0,0.7388888888888889,0.4444444444444444,0.35477137999999997,0.09090909090909091,0.33229509,0.33424625500000005,0.0,0.0,0.5,0.0,0.0,0.0,false,false
0.12341443449258804,0.0,0.0,0.0,0.0,0.0,1.0194444444444444,0.4444444444444444,0.35477137999999997,0.0,0.29548780249999995,0.27039958750000004,0.0,0.0,0.0,0.0,0.0,0.0,false,false
0.04568749666213989,0.0,0.0,0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.2696478525,0.0,0.2091282,0.2582468175,0.0,0.0,0.0,0.0,0.0,0.0,false,false
0.210711270570755,0.0,0.0,0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.2696478525,0.0,0.34694561749999997,0.279524255,0.0,0.0,0.0,0.0,0.0,0.0,false,false
0.17223991453647614,0.0,0.0,0.0,0.0,0.0,0.23119777158774374,0.16666666666666666,0.31898209499999997,0.0,0.2348143975,0.38497326249999997,0.0,0.0,0.0,0.0,0.0,0.0,false,false
0.2916303277015686,0.0,0.0,0.0,0.0,0.0,0.23676880222841226,0.16666666666666666,0.31898209499999997,0.0,0.24048029999999998,0.49896628750000005,0.0,0.0,0.0,0.0,0.0,0.0,false,true
0.48082587122917175,0.0,0.0,0.0,0.0,0.0,0.23119777158774374,0.16666666666666666,0.31898209499999997,0.0,0.33695663750000004,0.4703093025,0.0,0.0,0.0,0.0,0.0,0.0,false,false
1.0,0.0,0.0,0.0,0.0,0.0,0.23676880222841226,0.16666666666666666,0.31898209499999997,0.0,0.32900280000000004,0.9999998999999999,1.0,0.0,0.0,0.0,0.0,0.0,false,true
0.04568749666213989,0.0,0.0,0.0,0.0,0.0,0.2757660167130919,0.2222222222222222,0.24071919000000003,0.0,0.19496736250000002,0.2582468175,0.0,0.0,0.0,0.0,0.0,0.0,false,false
0.210711270570755,0.0,0.0,0.0,0.0,0.0,0.2757660167130919,0.2222222222222222,0.24071919000000003,0.0,0.17102645249999998,0.279524255,0.0,0.0,0.0,0.0,0.0,1.0,false,false
