trigger_sim_vec,A0_sim_vec,A1_sim_vec,TMP_sim_vec,LOC_sim_vec,aux_arg_sim_vec,discourse-distance,sentence-distance,context_sts,event_sim_strict,event_sts,trigger_sts,trigger_sim_strict,A0_sim_strict,A1_sim_strict,TMP_sim_strict,LOC_sim_strict,aux_arg_sim_strict,same_sentence,coreferent
0.09553177654743195,0.0,0.0,0.0,0.0,0.0,0.1638888888888889,0.0,0.1833000925,0.0,0.24299576750000002,0.32279264500000004,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.1807660162448883,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.27105189249999995,0.0,0.08252615000000002,0.425178285,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.049629952758550644,0.0,0.0,0.0,0.0,0.0,0.5305555555555556,0.0,0.49294977500000003,0.0,0.17694004000000002,0.3659221425,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.5248172283172607,0.0,0.0,0.0,0.0,0.0,0.7388888888888889,0.0,0.32319411750000004,0.0,0.11858995,0.37090256749999995,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.17287923395633698,0.0,0.0,0.0,0.0,0.0,0.06589147286821706,0.0,0.43372465250000003,0.0,0.14756778999999998,0.4023950825,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.049163270741701126,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.33554757,0.0,0.09624561999999998,0.21764178750000002,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.23685011267662048,0.0,0.0,0.0,0.0,0.0,0.027131782945736434,0.0,0.37716892,0.0,0.135424115,0.18834241499999999,0.0,0.5,0.0,0.0,0.0,0.0,true,false
0.12205509841442108,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.6283606225,0.0,0.28518866750000005,0.28518866750000005,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.0379561223089695,0.0,0.0,0.0,0.0,0.0,0.027131782945736434,0.0,0.5011546325,0.0,0.04665182000000001,0.26156442999999996,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.15814043581485748,0.0,0.0,0.0,0.0,0.0,0.027131782945736434,0.0,0.6768275525,0.0,0.11532900499999998,0.3906693375,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.36280757188796997,0.0,0.0,0.0,0.0,0.0,0.12534818941504178,0.0,0.7940775375,0.0,0.1467597525,0.2141007525,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.09165938198566437,0.0,0.0,0.0,0.0,0.0,0.1309192200557103,0.0,0.2866424825,0.0,0.109899205,0.2193861675,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.057014379650354385,0.0,0.0,0.0,0.0,0.0,0.1392757660167131,0.0,0.68787642,0.0,0.2282359725,0.2282359725,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.23342150449752808,0.0,0.0,0.0,0.0,0.0,0.15041782729805014,0.0,0.41844929,0.0,0.1799091875,0.1799091875,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.2916303277015686,0.0,1.0,0.0,0.0,0.0,0.1309192200557103,0.0,0.2934751025,0.5,0.2026729875,0.49896628750000005,0.0,0.0,1.0,0.0,0.0,0.0,true,true
0.0283283032476902,0.0,0.0,0.0,0.0,0.0,0.1392757660167131,0.0,0.8085529,0.0,0.1689489675,0.265674345,0.0,0.0,0.0,0.0,0.0,0.0,true,false
0.15525664389133453,0.0,0.0,0.0,0.0,0.0,0.15041782729805014,0.0,0.399554085,0.0,0.0589034725,0.08502588,0.0,0.0,0.0,0.0,0.0,0.0,true,false
