lemma-overlap,participant-overlap,location-overlap,discourse-distance,sentence-distance,word2vec-similarity,sts,coreferent
0.0,1.0,0.0,0.3805555555555555,0.2222222222222222,0.0,0.2171445025,1
0.0,1.0,0.0,0.3972222222222222,0.2222222222222222,0.0,0.2171445025,0
0.0,1.0,0.0,0.2805555555555556,0.2222222222222222,0.0,0.2171445025,0
0.0,0.0,0.0,0.875,0.6666666666666666,0.0,0.3139103575,0
0.0,0.0,0.0,0.8861111111111111,0.6666666666666666,0.0,0.3139103575,0
0.0,1.0,0.3333333333333333,0.25,0.0,0.1807660162448883,0.9999998999999999,0
0.0,1.0,0.3333333333333333,0.1638888888888889,0.0,0.09553177654743196,0.9999998999999999,0
0.0,0.0,0.0,0.7277777777777777,0.4444444444444444,0.1807660162448883,0.35477138,0
0.0,0.0,0.0,0.7388888888888889,0.4444444444444444,0.3933946192264557,0.35477138,0
0.0,1.0,0.3333333333333333,0.15555555555555556,0.0,0.04962995275855064,0.9999998999999999,0
1.0,0.0,0.0,0.7277777777777777,0.4444444444444444,1.0000001192092896,0.35477138,1
0.0,0.0,0.0,0.7388888888888889,0.4444444444444444,0.5248172283172607,0.35477138,0
0.0,0.0,0.0,1.0083333333333333,0.4444444444444444,0.04962995275855064,0.35477138,0
0.0,0.0,0.0,1.0194444444444444,0.4444444444444444,0.12341443449258804,0.35477138,0
0.0,1.0,0.0,0.7388888888888889,0.0,0.5248172283172607,0.9999998999999999,0
0.0,0.0,0.0,0.04651162790697674,0.09090909090909093,0.17349587380886078,0.178258305,0
0.0,0.0,0.0,0.06589147286821706,0.09090909090909093,0.06630127131938934,0.178258305,0
0.0,0.0,0.0,0.015503875968992246,0.09090909090909093,0.2686512470245361,0.178258305,0
0.0,0.0,0.0,0.02713178294573644,0.09090909090909093,0.6357938647270203,0.178258305,1
0.0,1.0,0.0,0.06589147286821706,0.0,0.17287923395633698,0.9999998999999999,0
0.0,1.0,0.0,0.015503875968992246,0.0,0.049163270741701126,0.9999998999999999,0
0.0,1.0,0.0,0.02713178294573644,0.0,0.2368501126766205,0.9999998999999999,0
0.0,1.0,0.0,0.015503875968992246,0.0,0.12205509841442108,0.9999998999999999,0
0.0,1.0,0.0,0.02713178294573644,0.0,0.0379561223089695,0.9999998999999999,0
0.0,1.0,0.0,0.02713178294573644,0.0,0.15814043581485748,0.9999998999999999,0
0.0,1.0,0.0,0.23676880222841226,0.0,0.2979045808315277,0.9999998999999999,0
0.0,0.0,0.0,0.2757660167130919,0.05555555555555555,0.14267009496688846,0.2332700775,0
0.0,0.0,0.0,0.1671309192200557,0.1111111111111111,0.13413409888744354,0.2785742175,0
0.0,0.0,0.0,0.11977715877437325,0.16666666666666666,0.11939547210931778,0.318982095,0
0.0,0.0,0.0,0.26740947075208915,0.05555555555555555,0.15860143303871155,0.2332700775,0
0.0,0.0,0.0,0.2841225626740947,0.05555555555555555,0.10582169145345688,0.2332700775,0
0.0,0.0,0.0,0.12534818941504178,0.16666666666666666,0.3001993000507355,0.318982095,0
0.0,0.0,0.0,0.1309192200557103,0.16666666666666666,0.2979045808315277,0.318982095,0
0.0,0.0,0.0,0.1392757660167131,0.16666666666666666,0.1002391129732132,0.318982095,0
0.0,0.0,0.0,0.15041782729805014,0.16666666666666666,0.10582169145345688,0.318982095,0
0.0,0.0,0.0,0.1615598885793872,0.1111111111111111,0.11939547210931778,0.2785742175,0
0.0,0.0,0.0,0.16434540389972144,0.1111111111111111,0.14267009496688846,0.2785742175,0
0.0,0.0,0.0,0.2757660167130919,0.05555555555555555,0.210711270570755,0.2332700775,0
0.0,0.0,0.0,0.1671309192200557,0.1111111111111111,0.24622544646263125,0.2785742175,0
0.0,0.0,0.0,0.11977715877437325,0.16666666666666666,0.09165938198566437,0.318982095,0
0.0,0.0,0.0,0.26740947075208915,0.05555555555555555,0.11517813056707382,0.2332700775,0
0.0,0.0,0.0,0.2841225626740947,0.05555555555555555,0.09589425474405287,0.2332700775,0
0.0,0.0,0.0,0.12534818941504178,0.16666666666666666,0.2916303277015686,0.318982095,1
1.0,0.0,0.0,0.1309192200557103,0.16666666666666666,1.0,0.318982095,1
0.0,0.0,0.0,0.1392757660167131,0.16666666666666666,0.14990463852882385,0.318982095,0
0.0,0.0,0.0,0.15041782729805014,0.16666666666666666,0.09589425474405287,0.318982095,0
0.0,0.0,0.0,0.1615598885793872,0.1111111111111111,0.09165938198566437,0.2785742175,0
0.0,0.0,0.0,0.16434540389972144,0.1111111111111111,0.210711270570755,0.2785742175,0
0.0,0.0,0.0,0.1671309192200557,0.16666666666666666,0.13810694217681885,0.237852415,0
0.0,0.0,0.0,0.11977715877437325,0.2222222222222222,0.049646716564893716,0.2407191900000001,0
0.0,0.0,0.0,0.26740947075208915,0.0,0.21994951367378235,0.9999998999999999,0
0.0,0.0,0.0,0.2841225626740947,0.0,0.05093838274478912,0.9999998999999999,0
0.0,0.0,0.0,0.12534818941504178,0.2222222222222222,0.045687496662139886,0.2407191900000001,0
0.0,0.0,0.0,0.1309192200557103,0.2222222222222222,0.210711270570755,0.2407191900000001,0
0.0,0.0,0.0,0.1392757660167131,0.2222222222222222,0.19653929769992828,0.2407191900000001,1
0.0,0.0,0.0,0.15041782729805014,0.2222222222222222,0.05093838274478912,0.2407191900000001,0
0.0,0.0,0.0,0.1615598885793872,0.16666666666666666,0.049646716564893716,0.237852415,0
1.0,0.0,0.0,0.16434540389972144,0.16666666666666666,1.0,0.237852415,1
0.0,0.0,0.0,0.11977715877437325,0.05555555555555555,0.15672647953033447,0.2696478525,0
0.0,0.0,0.0,0.26740947075208915,0.16666666666666666,0.1816944181919098,0.237852415,0
0.0,0.0,0.0,0.2841225626740947,0.16666666666666666,0.3716301620006561,0.237852415,0
0.0,0.0,0.0,0.12534818941504178,0.05555555555555555,0.24399007856845856,0.2696478525,0
0.0,0.0,0.0,0.1309192200557103,0.05555555555555555,0.24622544646263125,0.2696478525,0
0.0,0.0,0.0,0.1392757660167131,0.05555555555555555,0.21437446773052216,0.2696478525,0
0.0,0.0,0.0,0.15041782729805014,0.05555555555555555,0.3716301620006561,0.2696478525,0
0.0,0.0,0.8,0.1615598885793872,0.0,0.15672647953033447,0.9999998999999999,0
0.0,0.0,0.8,0.16434540389972144,0.0,0.13810694217681885,0.9999998999999999,0
0.0,0.0,0.0,0.26740947075208915,0.2222222222222222,0.4671646356582642,0.2407191900000001,0
0.0,0.0,0.0,0.2841225626740947,0.2222222222222222,0.2334215044975281,0.2407191900000001,0
0.0,1.0,1.0,0.12534818941504178,0.0,0.36280757188796997,0.9999998999999999,0
0.0,1.0,1.0,0.1309192200557103,0.0,0.09165938198566437,0.9999998999999999,0
0.0,1.0,1.0,0.1392757660167131,0.0,0.057014379650354385,0.9999998999999999,0
0.0,1.0,1.0,0.15041782729805014,0.0,0.2334215044975281,0.9999998999999999,0
1.0,0.0,0.0,0.1615598885793872,0.05555555555555555,1.0,0.2696478525,1
0.0,0.0,0.0,0.16434540389972144,0.05555555555555555,0.049646716564893716,0.2696478525,0
0.0,0.0,0.0,0.2841225626740947,0.0,0.3474611937999725,0.9999998999999999,0
0.0,0.0,0.0,0.12534818941504178,0.2222222222222222,0.2022741138935089,0.2407191900000001,0
0.0,0.0,0.0,0.1309192200557103,0.2222222222222222,0.11517813056707382,0.2407191900000001,0
0.0,0.0,0.0,0.1392757660167131,0.2222222222222222,0.21624015271663666,0.2407191900000001,0
0.0,0.0,0.0,0.15041782729805014,0.2222222222222222,0.3474611937999725,0.2407191900000001,0
0.0,0.0,0.0,0.1615598885793872,0.16666666666666666,0.4671646356582642,0.237852415,0
0.0,0.0,0.0,0.16434540389972144,0.16666666666666666,0.21994951367378235,0.237852415,0
0.0,0.0,0.0,0.12534818941504178,0.2222222222222222,0.15525664389133453,0.2407191900000001,0
0.0,0.0,0.0,0.1309192200557103,0.2222222222222222,0.09589425474405287,0.2407191900000001,0
0.0,0.0,0.0,0.1392757660167131,0.2222222222222222,0.260601818561554,0.2407191900000001,0
1.0,0.0,0.0,0.15041782729805014,0.2222222222222222,1.0,0.2407191900000001,1
0.0,0.0,0.0,0.1615598885793872,0.16666666666666666,0.2334215044975281,0.237852415,0
0.0,0.0,0.0,0.16434540389972144,0.16666666666666666,0.05093838274478912,0.237852415,0
0.0,1.0,1.0,0.1309192200557103,0.0,0.2916303277015686,0.9999998999999999,1
0.0,1.0,1.0,0.1392757660167131,0.0,0.0283283032476902,0.9999998999999999,0
